Formula,Resist,Seebeck,T (K),average atomic volume,preparative route
Ca0.9Y0.1MnO3,0.015133951000000001,-91.2314,400.0,10.757,"solid state reaction, air"
Ca0.9Y0.1MnO3,0.015859246,-102.587,700.0,10.757,"solid state reaction, air"
Ca0.9Y0.1MnO3,0.017598383999999998,-107.56700000000001,1000.0,10.757,"solid state reaction, air"
Ca0.9Sm0.1MnO3,0.008634906999999999,-102.175,300.0,10.5195,"solid state reaction, air"
Ca0.9Sm0.1MnO3,0.007468985,-105.96799999999999,400.0,10.5195,"solid state reaction, air"
Ca0.9Sm0.1MnO3,0.00788457,-146.796,700.0,10.5195,"solid state reaction, air"
Ca0.9Sm0.1MnO3,0.007834535,-122.70700000000001,1000.0,10.5195,"solid state reaction, air"
Ca0.9Sb0.1MnO3,0.462038885,-69.9028,300.0,10.5195,"solid state reaction, air"
Ca0.9Sb0.1MnO3,0.115283742,-70.9189,400.0,10.5195,"solid state reaction, air"
Ca0.9Sb0.1MnO3,0.06706638200000001,-81.0778,700.0,10.5195,"solid state reaction, air"
Ca0.9Sb0.1MnO3,0.06423185099999999,-70.1149,1000.0,10.5195,"solid state reaction, air"
Ca0.9La0.1MnO3,0.007963495,-93.0096,300.0,10.6015,"solid state reaction, air"
Ca0.9La0.1MnO3,0.006990171999999999,-98.40299999999999,400.0,10.6015,"solid state reaction, air"
Ca0.9La0.1MnO3,0.008549054,-116.934,700.0,10.6015,"solid state reaction, air"
Ca0.9La0.1MnO3,0.010285695,-88.43700000000001,1000.0,10.6015,"solid state reaction, air"
Ca0.9Pb0.1MnO3,0.044538272000000004,-274.285,300.0,10.6015,"solid state reaction, air"
Ca0.9Pb0.1MnO3,0.05246920099999999,-266.152,400.0,10.6015,"solid state reaction, air"
Ca0.9Pb0.1MnO3,0.06050229,-277.092,700.0,10.6015,"solid state reaction, air"
Ca0.9Pb0.1MnO3,0.046817356,-114.74600000000001,1000.0,10.6015,"solid state reaction, air"
Ca0.9In0.1MnO3,0.214993195,-348.389,300.0,10.6015,"solid state reaction, air"
Ca0.9In0.1MnO3,0.20461362800000002,-356.591,400.0,10.6015,"solid state reaction, air"
Ca0.9In0.1MnO3,0.230797637,-410.971,700.0,10.6015,"solid state reaction, air"
Ca0.9In0.1MnO3,0.17343286100000002,-234.678,1000.0,10.6015,"solid state reaction, air"
Ca0.9Sn0.1MnO3,2.197937455,-283.848,300.0,10.6015,"solid state reaction, air"
Ca0.9Sn0.1MnO3,2.301596618,-281.694,400.0,10.6015,"solid state reaction, air"
Ca0.9Sn0.1MnO3,2.08200172,-255.18,700.0,10.6015,"solid state reaction, air"
Ca0.9Sn0.1MnO3,0.478677319,-145.433,1000.0,10.6015,"solid state reaction, air"
CaMnO3,6.975397772000001,-476.68300000000005,300.0,10.3485,"solid state reaction, air"
CaMnO3,2.869819259,-460.99199999999996,400.0,10.3485,"solid state reaction, air"
CaMnO3,0.48518723399999997,-332.06699999999995,700.0,10.3485,"solid state reaction, air"
CaMnO3,0.087496719,-192.833,1000.0,10.3485,"solid state reaction, air"
CuCrO2,18.3684,1235.43,300.0,10.92166667,"solid state reaction, air"
CuCrO2,18.682000000000002,916.284,400.0,10.92166667,"solid state reaction, air"
CuCrO2,3.4081,633.893,700.0,10.92166667,"solid state reaction, air"
CuCrO2,1.66438,617.422,1000.0,10.92166667,"solid state reaction, air"
CuCr0.99Mg0.01O2,6.11207,525.19,300.0,10.92166667,"solid state reaction, air"
CuCr0.99Mg0.01O2,1.7577099999999999,444.68800000000005,400.0,10.92166667,"solid state reaction, air"
CuCr0.99Mg0.01O2,0.472214,428.212,700.0,10.92166667,"solid state reaction, air"
CuCr0.99Mg0.01O2,0.36598800000000004,445.82599999999996,1000.0,10.92166667,"solid state reaction, air"
CuCr0.98Mg0.02O2,1.0452299999999999,311.548,300.0,10.92666667,"solid state reaction, air"
CuCr0.98Mg0.02O2,0.5692159999999999,332.18199999999996,400.0,10.92666667,"solid state reaction, air"
CuCr0.98Mg0.02O2,0.26508200000000004,367.981,700.0,10.92666667,"solid state reaction, air"
CuCr0.98Mg0.02O2,0.23217600000000002,403.782,1000.0,10.92666667,"solid state reaction, air"
CuCr0.97Mg0.03O2,0.101735,199.047,300.0,10.92833333,"solid state reaction, air"
CuCr0.97Mg0.03O2,0.069316,241.278,400.0,10.92833333,"solid state reaction, air"
CuCr0.97Mg0.03O2,0.0485233,289.57599999999996,700.0,10.92833333,"solid state reaction, air"
CuCr0.97Mg0.03O2,0.0470555,325.374,1000.0,10.92833333,"solid state reaction, air"
CuCr0.96Mg0.04O2,0.10668299999999999,196.762,300.0,10.93333333,"solid state reaction, air"
CuCr0.96Mg0.04O2,0.0660993,225.36900000000003,400.0,10.93333333,"solid state reaction, air"
CuCr0.96Mg0.04O2,0.0469005,270.256,700.0,10.93333333,"solid state reaction, air"
CuCr0.96Mg0.04O2,0.0442664,303.784,1000.0,10.93333333,"solid state reaction, air"
CuCr0.95Mg0.05O2,0.0754474,208.13099999999997,300.0,10.93,"solid state reaction, air"
CuCr0.95Mg0.05O2,0.0546485,241.265,400.0,10.93,"solid state reaction, air"
CuCr0.95Mg0.05O2,0.0406648,281.605,700.0,10.93,"solid state reaction, air"
CuCr0.95Mg0.05O2,0.0408004,325.387,1000.0,10.93,"solid state reaction, air"
NaCo2O4,0.000295,81.9,300.0,10.81,"flux (NaCl), air"
NaCo2O4,0.000354,98.0,400.0,10.81,"flux (NaCl), air"
NaCo2O4,0.000484,146.0,700.0,10.81,"flux (NaCl), air"
NaCo2O4,0.0006,200.0,1000.0,10.81,"flux (NaCl), air"
NaCo2O4,0.0021100000000000003,104.0,300.0,10.81,"solid state reaction, air"
NaCo2O4,0.00253,118.0,400.0,10.81,"solid state reaction, air"
NaCo2O4,0.0034,161.0,700.0,10.81,"solid state reaction, air"
NaCo2O4,0.004,175.0,1000.0,10.81,"solid state reaction, air"
ZnO,0.08483635099999999,-159.904,700.0,11.905,"solid state reaction, air"
ZnO,0.060526459000000005,-190.963,1000.0,11.905,"solid state reaction, air"
Zn0.98Al0.02O,0.06809206,-133.608,700.0,11.905,"solid state reaction, air"
Zn0.98Al0.02O,0.025429957000000003,-182.054,1000.0,11.905,"solid state reaction, air"
Zn0.97Al0.03O,0.049759661,-124.90899999999999,700.0,11.905,"solid state reaction, air"
Zn0.97Al0.03O,0.019382023999999998,-173.57299999999998,1000.0,11.905,"solid state reaction, air"
Zn0.95Al0.05O,0.046832485,-112.738,700.0,11.905,"solid state reaction, air"
Zn0.95Al0.05O,0.018318575,-164.44299999999998,1000.0,11.905,"solid state reaction, air"
Zn0.97Al0.025Ti0.005O,0.033823549,-170.775,700.0,11.905,"solid state reaction, air"
Zn0.97Al0.025Ti0.005O,0.017394965,-217.25900000000001,1000.0,11.905,"solid state reaction, air"
Zn0.97Al0.02Ti0.01O,0.029403376000000002,-147.96,700.0,11.905,"solid state reaction, air"
Zn0.97Al0.02Ti0.01O,0.015898605,-212.25599999999997,1000.0,11.905,"solid state reaction, air"
Zn0.97Al0.015Ti0.015O,0.026005029,-143.17700000000002,700.0,11.905,"solid state reaction, air"
Zn0.97Al0.015Ti0.015O,0.014455316000000001,-205.305,1000.0,11.905,"solid state reaction, air"
Zn0.97Al0.01Ti0.02O,0.023522715,-139.04399999999998,700.0,11.905,"solid state reaction, air"
Zn0.97Al0.01Ti0.02O,0.013252247,-195.093,1000.0,11.905,"solid state reaction, air"
Zr0.5Hf0.5NiSn,0.00974787,-178.765,300.0,18.90583333,"arc-melted, Ar"
Zr0.5Hf0.5NiSn,0.00625721,-208.592,400.0,18.90583333,"arc-melted, Ar"
Zr0.5Hf0.5NiSn,0.00216666,-236.062,700.0,18.90583333,"arc-melted, Ar"
Zr0.4Hf0.4Ti0.2NiSn,0.00904316,-188.65900000000002,300.0,18.90583333,"arc-melted, Ar"
Zr0.4Hf0.4Ti0.2NiSn,0.00511455,-233.58900000000003,400.0,18.90583333,"arc-melted, Ar"
Zr0.4Hf0.4Ti0.2NiSn,0.00176663,-276.689,700.0,18.90583333,"arc-melted, Ar"
Zr0.35Hf0.35Ti0.3NiSn,0.00860507,-369.912,300.0,18.90583333,"arc-melted, Ar"
Zr0.35Hf0.35Ti0.3NiSn,0.00555251,-379.426,400.0,18.90583333,"arc-melted, Ar"
Zr0.35Hf0.35Ti0.3NiSn,0.00228094,-348.046,700.0,18.90583333,"arc-melted, Ar"
Zr0.25Hf0.25Ti0.5NiSn,0.00475748,-311.579,300.0,18.90583333,"arc-melted, Ar"
Zr0.25Hf0.25Ti0.5NiSn,0.00338128,-329.939,400.0,18.90583333,"arc-melted, Ar"
Zr0.25Hf0.25Ti0.5NiSn,0.00163327,-328.251,700.0,18.90583333,"arc-melted, Ar"
Zr0.15Hf0.15Ti0.7NiSn,0.0048146000000000005,-252.204,300.0,18.90583333,"arc-melted, Ar"
Zr0.15Hf0.15Ti0.7NiSn,0.00313369,-264.835,400.0,18.90583333,"arc-melted, Ar"
Zr0.15Hf0.15Ti0.7NiSn,0.00148089,-260.541,700.0,18.90583333,"arc-melted, Ar"
CeFe4Sb12,0.000993432,68.2676,300.0,22.42058824,"melted, vacuum"
CeFe4Sb12,0.00105643,87.0227,400.0,22.42058824,"melted, vacuum"
CeFe4Sb12,0.00130209,128.846,700.0,22.42058824,"melted, vacuum"
CeFe4Sb12,0.00174341,156.737,1000.0,22.42058824,"melted, vacuum"
CeFe3CoSb12,0.00147222,86.5388,300.0,22.25911765,"melted, vacuum"
CeFe3CoSb12,0.00162618,107.70200000000001,400.0,22.25911765,"melted, vacuum"
CeFe3CoSb12,0.00201791,149.997,700.0,22.25911765,"melted, vacuum"
CeFe3CoSb12,0.00230374,176.44099999999997,1000.0,22.25911765,"melted, vacuum"
CeFe2.5Co1.5Sb12,0.0027419000000000002,104.331,300.0,22.25911765,"melted, vacuum"
CeFe2.5Co1.5Sb12,0.00287783,123.07700000000001,400.0,22.25911765,"melted, vacuum"
CeFe2.5Co1.5Sb12,0.00330908,162.016,700.0,22.25911765,"melted, vacuum"
CeFe2.5Co1.5Sb12,0.00339272,189.903,1000.0,22.25911765,"melted, vacuum"
CeFe2Co2Sb12,0.00473037,107.699,300.0,21.97058824,"melted, vacuum"
CeFe2Co2Sb12,0.00481344,134.608,400.0,21.97058824,"melted, vacuum"
CeFe2Co2Sb12,0.004878100000000001,163.937,700.0,21.97058824,"melted, vacuum"
CeFe2Co2Sb12,0.00499442,117.78399999999999,1000.0,21.97058824,"melted, vacuum"
CeFeCo3Sb12,0.010453200000000001,-87.0125,300.0,21.97058824,"melted, vacuum"
CeFeCo3Sb12,0.00985308,-102.42399999999999,400.0,21.97058824,"melted, vacuum"
CeFeCo3Sb12,0.00608923,-140.861,700.0,21.97058824,"melted, vacuum"
CeFeCo3Sb12,0.00448351,-138.009,1000.0,21.97058824,"melted, vacuum"
CeFe1.5Co2.5Sb12,0.0609811,16.3458,300.0,21.97058824,"melted, vacuum"
CeFe1.5Co2.5Sb12,0.044602800000000005,12.0057,400.0,21.97058824,"melted, vacuum"
CeFe1.5Co2.5Sb12,0.011935,-35.5636,700.0,21.97058824,"melted, vacuum"
CeFe1.5Co2.5Sb12,0.00397477,-89.9103,1000.0,21.97058824,"melted, vacuum"
LaFe3CoSb12,0.00164306,108.391,300.0,22.14264706,"melted, vacuum"
LaFe3CoSb12,0.00183033,142.661,400.0,22.14264706,"melted, vacuum"
LaFe3CoSb12,0.00231764,210.479,700.0,22.14264706,"melted, vacuum"
Zr0.5Hf0.5NiSn,0.00932355,-177.252,300.0,18.90583333,"arc-melted, Ar"
Zr0.5Hf0.5NiSn,0.00236129,-237.912,700.0,18.90583333,"arc-melted, Ar"
Zr0.5Hf0.5NiSn1.998Sb0.002,0.002408,-250.0,300.0,18.90583333,"arc-melted, Ar"
Zr0.5Hf0.5NiSn1.998Sb0.002,0.002168,-281.0,400.0,18.90583333,"arc-melted, Ar"
Zr0.5Hf0.5NiSn1.998Sb0.002,0.001544,-307.0,700.0,18.90583333,"arc-melted, Ar"
Zr0.5Hf0.5NiSn1.994Sb0.006,0.001166,-211.0,300.0,18.90583333,"arc-melted, Ar"
Zr0.5Hf0.5NiSn1.994Sb0.006,0.0012526,-237.0,400.0,18.90583333,"arc-melted, Ar"
Zr0.5Hf0.5NiSn1.994Sb0.006,0.0013186,-274.0,700.0,18.90583333,"arc-melted, Ar"
Zr0.4Hf0.4Ti0.2NiSn,0.00877175,-181.75599999999997,300.0,18.90583333,"arc-melted, Ar"
Zr0.4Hf0.4Ti0.2NiSn,0.0021511,-287.251,700.0,18.90583333,"arc-melted, Ar"
Zr0.35Hf0.35Ti0.3NiSn,0.00841046,-329.724,300.0,18.90583333,"arc-melted, Ar"
Zr0.35Hf0.35Ti0.3NiSn,0.00234825,-345.217,700.0,18.90583333,"arc-melted, Ar"
Zr0.3Hf0.3Ti0.4NiSn,0.00845644,-316.151,300.0,18.90583333,"arc-melted, Ar"
Zr0.3Hf0.3Ti0.4NiSn,0.00203291,-358.019,700.0,18.90583333,"arc-melted, Ar"
Zr0.25Hf0.25Ti0.5NiSn,0.00494914,-303.567,300.0,18.90583333,"arc-melted, Ar"
Zr0.25Hf0.25Ti0.5NiSn,0.00188843,-333.898,700.0,18.90583333,"arc-melted, Ar"
Zr0.15Hf0.15Ti0.7NiSn,0.00467326,-250.71099999999998,300.0,18.90583333,"arc-melted, Ar"
Zr0.15Hf0.15Ti0.7NiSn,0.0016849,-260.931,700.0,18.90583333,"arc-melted, Ar"
SrTi0.8Nb0.2O3,0.004618298,-63.5492,300.0,12.128,"solid state reaction, air"
SrTi0.8Nb0.2O3,0.004541079,-76.9741,400.0,12.128,"solid state reaction, air"
SrTi0.8Nb0.2O3,0.004614717,-122.314,700.0,12.128,"solid state reaction, air"
SrTi0.8Nb0.2O3,0.005626132,-163.115,1000.0,12.128,"solid state reaction, air"
SrDy0.08Ti0.92O3,0.009615385,-49.7,300.0,12.128,"solid state reaction, air"
SrDy0.08Ti0.92O3,0.004,-70.5,400.0,12.128,"solid state reaction, air"
SrDy0.08Ti0.92O3,0.004587155999999999,-147.0,700.0,12.128,"solid state reaction, air"
SrDy0.08Ti0.92O3,0.008333333,-191.6,1000.0,12.128,"solid state reaction, air"
SrNd0.17Ti0.83O3,0.002597403,-32.5,300.0,12.128,"solid state reaction, air"
SrNd0.17Ti0.83O3,0.0019267820000000001,-42.2,400.0,12.128,"solid state reaction, air"
SrNd0.17Ti0.83O3,0.002269632,-96.0,700.0,12.128,"solid state reaction, air"
SrNd0.17Ti0.83O3,0.0041841000000000005,-141.8,1000.0,12.128,"solid state reaction, air"
SrNd0.2Ti0.8O3,0.001838235,-34.4,300.0,12.128,"solid state reaction, air"
SrNd0.2Ti0.8O3,0.001474926,-44.9,400.0,12.128,"solid state reaction, air"
SrNd0.2Ti0.8O3,0.001953125,-94.4,700.0,12.128,"solid state reaction, air"
SrNd0.2Ti0.8O3,0.003952569,-140.0,1000.0,12.128,"solid state reaction, air"
SrNd0.24Ti0.76O3,0.002247191,-22.6,300.0,12.128,"solid state reaction, air"
SrNd0.24Ti0.76O3,0.001808318,-31.5,400.0,12.128,"solid state reaction, air"
SrNd0.24Ti0.76O3,0.0018621970000000001,-80.7,700.0,12.128,"solid state reaction, air"
SrNd0.24Ti0.76O3,0.003194888,-124.0,1000.0,12.128,"solid state reaction, air"
Zn4Sb3,0.00230891,122.133,300.0,25.56571429,"solid state reaction, Ar"
Zn4Sb3,0.00266982,148.361,400.0,25.56571429,"solid state reaction, Ar"
Zn4Sb3,0.00335417,184.769,700.0,25.56571429,"solid state reaction, Ar"
Zn4Sb3,0.00212594,126.887,300.0,25.56571429,"solid state reaction, Ar"
Zn4Sb3,0.0024668000000000003,155.085,400.0,25.56571429,"solid state reaction, Ar"
Zn4Sb3,0.00316607,188.372,700.0,25.56571429,"solid state reaction, Ar"
Zn4Sb3,0.00217354,135.898,300.0,25.56571429,"solid state reaction, Ar"
Zn4Sb3,0.0025094,160.988,400.0,25.56571429,"solid state reaction, Ar"
Zn4Sb3,0.00328897,191.81099999999998,700.0,25.56571429,"solid state reaction, Ar"
ZnO,0.2597,-301.0,300.0,11.905,"solid state reaction, air"
ZnO,0.3891,-293.962,400.0,11.905,"solid state reaction, air"
ZnO,1.786,-329.869,700.0,11.905,"solid state reaction, air"
ZnO,2.97,-436.926,1000.0,11.905,"solid state reaction, air"
Zn0.995Al0.005O,0.005623413000000001,-154.02200000000002,300.0,11.905,"solid state reaction, air"
Zn0.995Al0.005O,0.00616595,-190.595,400.0,11.905,"solid state reaction, air"
Zn0.995Al0.005O,0.009120108,-166.107,700.0,11.905,"solid state reaction, air"
Zn0.995Al0.005O,0.008709636,-231.53599999999997,1000.0,11.905,"solid state reaction, air"
Zn0.99Al0.01O,0.0027542290000000004,-178.859,300.0,11.905,"solid state reaction, air"
Zn0.99Al0.01O,0.003388442,-204.023,400.0,11.905,"solid state reaction, air"
Zn0.99Al0.01O,0.003981072,-182.21900000000002,700.0,11.905,"solid state reaction, air"
Zn0.99Al0.01O,0.004570882,-167.118,1000.0,11.905,"solid state reaction, air"
Zn0.98Al0.02O,0.001202264,-137.914,300.0,11.905,"solid state reaction, air"
Zn0.98Al0.02O,0.00128825,-147.654,400.0,11.905,"solid state reaction, air"
Zn0.98Al0.02O,0.0014791079999999998,-171.48,700.0,11.905,"solid state reaction, air"
Zn0.98Al0.02O,0.001819701,-175.0,1000.0,11.905,"solid state reaction, air"
Zn0.95Al0.05O,0.0013182570000000002,-174.827,300.0,11.905,"solid state reaction, air"
Zn0.95Al0.05O,0.001548817,-173.81599999999997,400.0,11.905,"solid state reaction, air"
Zn0.95Al0.05O,0.002089296,-195.646,700.0,11.905,"solid state reaction, air"
Zn0.95Al0.05O,0.002818383,-200.02599999999998,1000.0,11.905,"solid state reaction, air"
SrNb0.15Ti0.85O3,5.017057997,-39.5353,300.0,12.128,"solid state reaction, Ar"
SrNb0.15Ti0.85O3,0.375476856,-47.5373,400.0,12.128,"solid state reaction, Ar"
SrNb0.15Ti0.85O3,0.055185202,-99.98200000000001,700.0,12.128,"solid state reaction, Ar"
SrNb0.15Ti0.85O3,0.024425631,-176.69400000000002,1000.0,12.128,"solid state reaction, Ar"
Ba8Ga16Ge30,0.00066,-42.79,300.0,23.22444444,"Czochralski method, He"
Ba8Ga16Ge30,0.000782,-49.65,300.0,23.22444444,"solid state reaction, Ar"
Ba8Ga16Ge30,0.0007599999999999999,-55.98,400.0,23.22444444,"Czochralski method, He"
Ba8Ga16Ge30,0.0009,-62.16,400.0,23.22444444,"solid state reaction, Ar"
Ba8Ga16Ge30,0.00123,-102.27,700.0,23.22444444,"Czochralski method, He"
Ba8Ga16Ge30,0.00161,-107.38,700.0,23.22444444,"solid state reaction, Ar"
Ba8Ga16Ge30,0.0017100000000000001,-141.98,1000.0,23.22444444,"Czochralski method, He"
Ba8Ga16Ge30,0.00223,-144.4,1000.0,23.22444444,"solid state reaction, Ar"
CsBi4Te6,0.0007740000000000001,105.3,300.0,36.93715909,"melted, air"
Sb0.005I0.015Cs0.995Bi3.98Te5.97,0.00085,154.2,300.0,36.93715909,"melted, air"
Ba8Ga16Ge30,0.000662,-50.0,300.0,23.22444444,"Czochralski method, argon"
Ba8Ga16Ge30,0.000791,-75.0,400.0,23.22444444,"Czochralski method, argon"
Ba8Ga16Ge30,0.001418,-150.0,700.0,23.22444444,"Czochralski method, argon"
Ba8Ga16Ge30,0.001996,-200.0,1000.0,23.22444444,"Czochralski method, argon"
Tl9BiTe6,0.00642,256.0,300.0,32.0328125,"melted, zone refined"
Tl9BiTe6,0.011170000000000001,337.9,400.0,32.0328125,"melted, zone refined"
Bi1.2S1.2Ti2S4,0.000324,-41.3,300.0,20.85714286,"solid-liquid-vapor reaction, vacuum"
Bi1.2S1.2Ti2S4,0.000499,-54.85,400.0,20.85714286,"solid-liquid-vapor reaction, vacuum"
Bi1.2S1.2Ti2S4,0.0009480000000000001,-89.12,700.0,20.85714286,"solid-liquid-vapor reaction, vacuum"
Pb1.8S1.8Ti2S4,0.00045999999999999996,-50.8,300.0,20.85714286,"solid-liquid-vapor reaction, vacuum"
Pb1.8S1.8Ti2S4,0.000728,-70.8,400.0,20.85714286,"solid-liquid-vapor reaction, vacuum"
Pb1.8S1.8Ti2S4,0.0021739999999999997,-128.9,700.0,20.85714286,"solid-liquid-vapor reaction, vacuum"
Sn1.2S1.2Ti2S4,0.000478,-64.8,300.0,20.85714286,"solid-liquid-vapor reaction, vacuum"
Sn1.2S1.2Ti2S4,0.00085,-88.8,400.0,20.85714286,"solid-liquid-vapor reaction, vacuum"
Sn1.2S1.2Ti2S4,0.0021739999999999997,-140.8,700.0,20.85714286,"solid-liquid-vapor reaction, vacuum"
Ba8Au5.14Si39.51,0.0033,-102.0,300.0,20.96333333,"melted, inert"
Ba8Au5.14Si39.51,0.0034200000000000003,-118.1,400.0,20.96333333,"melted, inert"
Ba8Au5.14Si39.51,0.0028699999999999997,-98.25,700.0,20.96333333,"melted, inert"
Ba8Au5.59Si39.01,0.00234,106.2,300.0,20.96333333,"melted, inert"
Ba8Au5.59Si39.01,0.00253,126.5,400.0,20.96333333,"melted, inert"
Ba8Au5.59Si39.01,0.00275,136.48,700.0,20.96333333,"melted, inert"
Ba8Au6.10Si38.97,0.000617,46.24,300.0,20.96333333,"melted, inert"
Ba8Au6.10Si38.97,0.0007019999999999999,56.99,400.0,20.96333333,"melted, inert"
Ba8Au6.10Si38.97,0.000789,76.87,700.0,20.96333333,"melted, inert"
KBi6.33S10,0.165,-25.0,300.0,33.44944444,"solid state reaction, vacuum"
Tl11.5Sb11.5Cu8Se27,0.21,220.0,300.0,25.31034483,"solid state reaction, vacuum"
TlTiPS5,14500.0,-160.0,300.0,23.435,"solid state reaction, vacuum"
Tl2Cu2SnTe4,130.0,345.0,300.0,27.78333333,"solid state reaction, vacuum"
Mg2Si0.999Bi0.001,0.001446,-151.0,300.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.999Bi0.001,0.0017059999999999998,-164.4,400.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.999Bi0.001,0.003167,-231.0,700.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.9985Bi0.0015,0.00082,-107.0,300.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.9985Bi0.0015,0.0009019999999999999,-149.0,400.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.9985Bi0.0015,0.001575,-217.0,700.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.997Bi0.003,0.000488,-76.6,300.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.997Bi0.003,0.000541,-101.0,400.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.997Bi0.003,0.0009289999999999999,-153.0,700.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.995Bi0.005,0.00036899999999999997,-67.7,300.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.995Bi0.005,0.000396,-83.5,400.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.995Bi0.005,0.000621,-121.2,700.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.994Bi0.006,0.00033,-61.0,300.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.993Bi0.007,0.000348,-78.6,400.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.993Bi0.007,0.0005690000000000001,-125.0,700.0,21.54583333,"mechanochemical, Ar"
Mg2Si0.98Bi0.02,0.0015199999999999999,-82.9,300.0,21.54583333,"solid state reaction, He/H2"
Mg2Si0.98Bi0.02,0.00121,-110.3,400.0,21.54583333,"solid state reaction, He/H2"
Mg2Si0.98Bi0.02,0.00125,-174.9,700.0,21.54583333,"solid state reaction, He/H2"
Mg2Si0.98Bi0.02,0.00186,-212.3,1000.0,21.54583333,"solid state reaction, He/H2"
Mg2Si0.6Ge0.4Bi0.02,0.0015,-83.0,300.0,21.52916667,"solid state reaction, He/H2"
Mg2Si0.6Ge0.4Bi0.02,0.0012699999999999999,-117.5,400.0,21.52916667,"solid state reaction, He/H2"
Mg2Si0.6Ge0.4Bi0.02,0.00137,-176.2,700.0,21.52916667,"solid state reaction, He/H2"
Mg2Si0.6Ge0.4Bi0.02,0.0022,-187.7,1000.0,21.52916667,"solid state reaction, He/H2"
Mg2Si0.98Ag0.02,1.24,26.0,300.0,21.54583333,"solid state reaction, He/H2"
Mg2Si0.98Ag0.02,0.413,178.0,400.0,21.54583333,"solid state reaction, He/H2"
Mg2Si0.98Ag0.02,0.0397,149.0,700.0,21.54583333,"solid state reaction, He/H2"
Mg2Si0.98Ag0.02,0.0066,192.0,1000.0,21.54583333,"solid state reaction, He/H2"
Mg2Si0.6Ge0.4Ag0.02,0.0513,30.42,300.0,21.52916667,"solid state reaction, He/H2"
Mg2Si0.6Ge0.4Ag0.02,0.0284,157.9,400.0,21.52916667,"solid state reaction, He/H2"
Mg2Si0.6Ge0.4Ag0.02,0.0149,318.8,700.0,21.52916667,"solid state reaction, He/H2"
Mg2Si0.6Ge0.4Ag0.02,0.0054399999999999995,224.0,1000.0,21.52916667,"solid state reaction, He/H2"
Ag9TlTe5,0.2544,388.0,300.0,27.34862069,melted
Ag9TlTe5,0.0832,327.0,400.0,27.34862069,melted
Ag9TlTe5,0.0264,311.0,700.0,27.34862069,melted
Tl2SnTe5,0.0042,219.0,300.0,32.6859375,melted
Tl2GeTe5,0.02314,285.0,300.0,31.67203125,melted
Tl2SnTe5,0.00433,163.0,300.0,32.6859375,"melted, hotpressed"
Tl2SnTe5,0.00321,145.0,300.0,32.6859375,flux (TlTe2)
Sr0.145Ga0.302Ge0.553,0.0129,-320.0,300.0,25.69125,solid state reaction
Sr0.147Ga0.298Ge0.555,0.00262,-154.0,300.0,25.69125,solid state reaction
Sr0.146Ga0.285Ge0.569,0.0019399999999999999,-128.0,300.0,25.69125,solid state reaction
Ba8Ga16Ge30,0.002817,149.0,300.0,23.22444444,arc melting
Ba8Ga16Ge30,0.0030489999999999996,185.0,400.0,23.22444444,arc melting
Ba8Ga16Ge30,0.00463,288.0,700.0,23.22444444,arc melting
Ba8Ga16Ge30,0.00625,289.0,1000.0,23.22444444,arc melting
Ba8Ga18Ge28,0.007764,-78.9,300.0,23.22444444,arc melting
Ba8Ga18Ge28,0.007143000000000001,-112.9,400.0,23.22444444,arc melting
Ba8Ga18Ge28,0.007418000000000001,-219.0,700.0,23.22444444,arc melting
Ba8Ga18Ge28,0.00735,-266.0,1000.0,23.22444444,arc melting
Ba8Ga16Sn30,0.0111,-188.6,300.0,29.54555556,"melted, Ar"
Ba8Ga16Sn30,0.0115,-233.0,400.0,29.54555556,"melted, Ar"
Ba8Ga16Sn30,0.006940000000000001,-138.0,700.0,29.54555556,"melted, Ar"
Sr8Ga16Ge30,0.000786,-71.9,300.0,22.83666667,"melted, Ar"
Sr8Ga16Ge30,0.0009140000000000001,-94.9,400.0,22.83666667,"melted, Ar"
Sr8Ga16Ge30,0.00141,-139.0,700.0,22.83666667,"melted, Ar"
Ba8Ga16Ge30,0.000669,-62.0,300.0,23.22444444,"melted, Ar"
Ba8Ga16Ge30,0.00084,-100.8,400.0,23.22444444,"melted, Ar"
Ba8Ga16Ge30,0.00141,-186.0,700.0,23.22444444,"melted, Ar"
Ba8Ga16Si30,0.00122,-49.3,300.0,23.22444444,"melted, Ar"
Ba8Ga16Si30,0.00133,-62.8,400.0,23.22444444,"melted, Ar"
Ba8Ga16Si30,0.00187,-111.0,700.0,23.22444444,"melted, Ar"
Mg2Si,0.001623,-89.0,300.0,21.54583333,"melted, Ar"
Mg2Si,0.0019760000000000003,-189.0,400.0,21.54583333,"melted, Ar"
Mg2Si,0.0038020000000000003,-267.0,700.0,21.54583333,"melted, Ar"
